Mod:Item:MetaData, Localized Name
hbm:furnace_iron, Iron Furnace
hbm:furnace_steel, Steel Furnace
hbm:heat_boiler, Large Boiler
hbm:radsensor, Radiation Sensor
hbm:machine_amgen, Ambience Radiation Generator
hbm:machine_geo, Geothermal Electric Generator
hbm:machine_minirtg, Radio Isotope Cell
hbm:rtg_polonium, PT Isotope Cell
hbm:machine_spp_bottom, ZPE Potential Generator (Bottom)
hbm:machine_spp_top, ZPE Potential Generator (Top)
hbm:marker_structure, Multiblock Structure Marker
hbm:muffler, Muffler
hbm:struct_launcher, Launch Pad Component Block
hbm:struct_scaffold, Launch Pad Scaffold Block
hbm:struct_launcher_core, Compact Launcher Core Component
hbm:struct_launcher_core_large, Launch Table Core Component
hbm:struct_soyuz_core, Soyuz Launcher Core Component
hbm:struct_iter_core, Fusion Reactor Core Component
hbm:struct_plasma_core, Plasma Heater Core Component
hbm:factory_titanium_hull, Basic Factory Casing
hbm:factory_titanium_furnace, Basic Factory Access Hatch
hbm:factory_titanium_conductor, Basic Factory Electricity Port
hbm:factory_titanium_core, Basic Factory Core Component
hbm:factory_advanced_hull, Advanced Factory Casing
hbm:factory_advanced_furnace, Advanced Factory Access Hatch
hbm:factory_advanced_conductor, Advanced Factory Electricity Port
hbm:factory_advanced_core, Advanced Factory Core Component
hbm:reactor_element, Reactor Chamber
hbm:reactor_control, Control Rods
hbm:reactor_hatch, Reactor Access Hatch
hbm:reactor_ejector, Reactor Waste Ejector
hbm:reactor_inserter, Reactor Fuel Inserter
hbm:reactor_conductor, Reactor Boiler
hbm:reactor_computer, Reactor Control
hbm:fusion_conductor, Superconducting Magnet
hbm:fusion_center, Central Magnet Piece
hbm:fusion_motor, Magnet Motor Piece
hbm:fusion_heater, Plasma Heater Component
hbm:fusion_hatch, Fusion Reactor Access Hatch
hbm:fusion_core_block, Fusion Reactor Control
hbm:plasma, Plasma
hbm:iter, Fusion Reactor
hbm:plasma_heater, Plasma Heater
hbm:watz_element, Watz Reaction Chamber
hbm:watz_control, Reinforced Control Rods
hbm:watz_cooler, Watz Reactor Supercooler
hbm:watz_end, Watz Reactor Stability Element
hbm:watz_hatch, Watz Reactor Access Hatch
hbm:watz_conductor, Watz Electricity Port
hbm:watz_core, Watz Reactor Control
hbm:fwatz_conductor, S.A.F.E. Superconducting Magnet Hull
hbm:fwatz_cooler, Regenerative Coolant Fluid Tank Radiator
hbm:fwatz_tank, Regenerative Coolant Fluid Tank
hbm:fwatz_scaffold, S.A.F.E. Structural Support
hbm:fwatz_hatch, S.A.F.E. Plant Access Hatch
hbm:fwatz_computer, Singularity-Anti-Fusion-Experiment Matrix
hbm:fwatz_core, Singularity-Anti-Fusion-Experiment Reactor (S.A.F.E.)
hbm:fwatz_plasma, Fusionary Antischrabidium Plasma
hbm:ams_base, AMS Base [WIP]
hbm:ams_emitter, AMS Emitter [WIP]
hbm:ams_limiter, AMS Stabilizer [WIP]
hbm:dfc_emitter, DFC Emitter
hbm:dfc_injector, DFC Fuel Injector
hbm:dfc_receiver, DFC Receiver
hbm:dfc_stabilizer, DFC Stabilizer
hbm:dfc_core, DFC Core Chamber
hbm:uu_gigafactory, UU-Matter Gigafactory
hbm:hadron_plating, Particle Accelerator Plating
hbm:hadron_plating_blue, Particle Accelerator Plating (Blue)
hbm:hadron_plating_black, Particle Accelerator Plating (Black)
hbm:hadron_plating_yellow, Particle Accelerator Plating (YelloDye)
hbm:hadron_plating_striped, Particle Accelerator Plating (Cool Hazard Stripes)
hbm:hadron_plating_voltz, Particle Accelerator Plating (VOLTZ)
hbm:hadron_plating_glass, Particle Accelerator Plating (Window)
hbm:hadron_coil_alloy, Dense Superconducting Coil
hbm:hadron_coil_gold, Dense Gold Coil
hbm:hadron_coil_neodymium, Dense Neodymium Coil
hbm:hadron_coil_magtung, Dense 4000K Superconductor Coil
hbm:hadron_coil_schrabidium, Dense Schrabidic Coil
hbm:hadron_coil_schrabidate, Dense Schrabidate Coil
hbm:hadron_coil_starmetal, Dense Starmetal Coil
hbm:hadron_coil_chlorophyte, Dense Chlorophyte Coil
hbm:hadron_coil_mese, Dense Mese Coil
hbm:hadron_diode, Schottky Particle Diode
hbm:hadron_analysis, Particle Accelerator Analysis Chamber Wall
hbm:hadron_analysis_glass, Particle Accelerator Analysis Chamber Window
hbm:hadron_access, Particle Accelerator Access Terminal
hbm:hadron_core, Particle Accelerator Core Component
hbm:hadron_power, Particle Accelerator Power Plug
hbm:machine_missile_assembly, Missile Assembly Station
hbm:compact_launcher, Compact Launch Pad
hbm:launch_table, Large Launch Pad
hbm:soyuz_launcher, Soyuz Launch Platform
hbm:deco_sat_mapper, Surface Mapping Satellite (Deco Block)
hbm:deco_sat_radar, Radar Survey Satellite (Deco Block)
hbm:deco_sat_scanner, Satellite with Depth-Resource Scanning Module (Deco Block)
hbm:deco_sat_laser, Orbital Death Ray (Deco Block)
hbm:deco_sat_foeq, PEAF - Mk.I FOEQ Duna Probe with experimental Nuclear Propulsion (Deco Block)
hbm:deco_sat_resonator, Xenium Resonator Satellite (Deco Block)
hbm:absorber, Radiation Absorber
hbm:absorber_red, Enhanced Radiation Absorber
hbm:absorber_green, Advanced Radiation Absorber
hbm:absorber_pink, Elite Radiation Absorber
hbm:decon, Radiation Decontaminator
hbm:decon_digamma, Digamma Decontaminator
hbm:volcano_core, Volcano Core
hbm:taint, Taint
hbm:residue, Cloud Residue
hbm:vent_chlorine, Poison Vent
hbm:vent_cloud, Cloud Vent
hbm:vent_pink_cloud, Pink Cloud Vent
hbm:vent_chlorine_seal, Chlorine Seal
hbm:chlorine_gas, Chlorine Gas
hbm:gas_radon, Radon Gas
hbm:gas_radon_dense, Dense Radon Gas
hbm:gas_radon_tomb, Tomb Gas
hbm:gas_monoxide, Carbon Monoxide
hbm:gas_asbestos, Airborne Asbestos Particles
hbm:gas_coal, Airborne Coal Dust
hbm:gas_flammable, Flammable Gas
hbm:gas_explosive, Explosive Gas
hbm:ancient_scrap, Ancient Scrap Metal
hbm:railgun_plasma, Railgun
hbm:book_crafting, tile.book_crafting.name
hbm:radio_torch_sender, Redstone-over-Radio Sender
hbm:radio_torch_receiver, Redstone-over-Radio Receiver
hbm:fluid_duct_mk2, Universal Fluid Duct
hbm:fluid_duct_solid, Sealed Fluid Duct
hbm:fluid_duct_solid_sealed, Rad Sealed Fluid Duct
hbm:dungeon_chain, Metal Chain
hbm:ladder_sturdy, Sturdy Wooden Ladder
hbm:ladder_iron, Iron Ladder
hbm:ladder_gold, Golden Ladder
hbm:ladder_aluminium, Aluminium Ladder
hbm:ladder_copper, Copper Ladder
hbm:ladder_titanium, Titanium Ladder
hbm:ladder_lead, Lead Ladder
hbm:ladder_cobalt, Cobalt Ladder
hbm:ladder_steel, Steel Ladder
hbm:ladder_tungsten, Tungsten Ladder
hbm:ladder_red, Red Ladder
hbm:ladder_red_top, Red Ladder Top
hbm:railing_end_floor, Railing End (Floor)
hbm:railing_end_self, Railing End (Self)
hbm:railing_end_flipped_floor, Railing End Flipped (Floor)
hbm:railing_end_flipped_self, Railing End Flipped (Self)
hbm:railing_normal, Railing
hbm:railing_bend, Railing Bend
hbm:control_panel_custom, Custom Control Panel [WIP]
hbm:boxcar, Boxcar
hbm:boat, Boat
hbm:null, tile.null.name
hbm:void, tile.void.name
hbm:ngtv, tile.ngtv.name
hbm:undef, tile.undef.name
hbm:dummy_block_assembler, tile.dummy_block_assembler.name
hbm:dummy_port_assembler, tile.dummy_port_assembler.name
hbm:dummy_block_chemplant, tile.dummy_block_chemplant.name
hbm:dummy_port_chemplant, tile.dummy_port_chemplant.name
hbm:dummy_block_reactor_small, tile.dummy_block_reactor_small.name
hbm:dummy_port_reactor_small, tile.dummy_port_reactor_small.name
hbm:dummy_block_centrifuge, tile.dummy_block_centrifuge.name
hbm:dummy_block_gascent, tile.dummy_block_gascent.name
hbm:dummy_block_uf6, tile.dummy_block_uf6.name
hbm:dummy_block_puf6, tile.dummy_block_puf6.name
hbm:dummy_block_fluidtank, tile.dummy_block_fluidtank.name
hbm:dummy_port_fluidtank, tile.dummy_port_fluidtank.name
hbm:dummy_block_refinery, tile.dummy_block_refinery.name
hbm:dummy_port_refinery, tile.dummy_port_refinery.name
hbm:dummy_block_cyclotron, tile.dummy_block_cyclotron.name
hbm:dummy_port_cyclotron, tile.dummy_port_cyclotron.name
hbm:dummy_block_vault, tile.dummy_block_vault.name
hbm:dummy_block_blast, tile.dummy_block_blast.name
hbm:dummy_block_silo_hatch, tile.dummy_block_silo_hatch.name
hbm:dummy_block_radgen, tile.dummy_block_radgen.name
hbm:dummy_port_radgen, tile.dummy_port_radgen.name
hbm:dummy_block_well, tile.dummy_block_well.name
hbm:dummy_port_well, tile.dummy_port_well.name
hbm:dummy_block_pumpjack, tile.dummy_block_pumpjack.name
hbm:dummy_port_pumpjack, tile.dummy_port_pumpjack.name
hbm:dummy_block_flare, tile.dummy_block_flare.name
hbm:dummy_port_flare, tile.dummy_port_flare.name
hbm:dummy_block_turbofan, tile.dummy_block_turbofan.name
hbm:dummy_port_turbofan, tile.dummy_port_turbofan.name
hbm:dummy_plate_compact_launcher, tile.dummy_plate_compact_launcher.name
hbm:dummy_port_compact_launcher, tile.dummy_port_compact_launcher.name
hbm:dummy_plate_launch_table, tile.dummy_plate_launch_table.name
hbm:dummy_port_launch_table, tile.dummy_port_launch_table.name
hbm:dummy_block_ams_limiter, tile.dummy_block_ams_limiter.name
hbm:dummy_port_ams_limiter, tile.dummy_port_ams_limiter.name
hbm:dummy_block_ams_emitter, tile.dummy_block_ams_emitter.name
hbm:dummy_port_ams_emitter, tile.dummy_port_ams_emitter.name
hbm:dummy_block_ams_base, tile.dummy_block_ams_base.name
hbm:dummy_port_ams_base, tile.dummy_port_ams_base.name
hbm:dummy_plate_cargo, tile.dummy_plate_cargo.name
hbm:ntm_dirt, Dirt
hbm:pink_log, Pink Log
hbm:pink_planks, Pink Wood Planks
hbm:pink_slab, Pink Wood Slab
hbm:pink_double_slab, Pink Wood Double Slab
hbm:pink_stairs, Pink Wood Stairs					 
hbm:toxic_block, Sellaline
hbm:radwater_block, Irradiated Water
hbm:mud_block, Oxidized Watz Mud
hbm:schrabidic_block, Schrabidic Acid
hbm:corium_block, Liquid Corium
hbm:volcanic_lava_block, Volcanic Lava
randomthings:fertilizeddirt, Fertilized Dirt
randomthings:fertilizeddirttilled, Fertilized Dirt
randomthings:playerinterface, Player Interface
randomthings:creativeplayerinterface, Creative Player Interface
randomthings:lapisglass, Lapis Glass
randomthings:lapislamp, Lapis Lamp
randomthings:dyeingmachine, Dyeing Machine
randomthings:onlinedetector, Online Detector
randomthings:chatdetector, Chat Detector
randomthings:enderbridge, Ender Bridge
randomthings:prismarineenderbridge, Prismarine Ender Bridge
randomthings:enderanchor, Ender Anchor
randomthings:beanstalk, Magic Bean Stalk
randomthings:lesserbeanstalk, Lesser Bean Stalk
randomthings:beanpod, Bean Pod
randomthings:lightredirector, Light Redirector
randomthings:imbuingstation, Imbuing Station
randomthings:spectreblock, Spectre Block
randomthings:specialchest:0, Nature Chest
randomthings:specialchest:1, Water Chest
randomthings:analogemitter, Analog Emitter
randomthings:fluiddisplay, Fluid Display
randomthings:customworkbench, Crafting Table
randomthings:endermailbox, Ender Mailbox
randomthings:pitcherplant, Pitcher Plant
randomthings:platform:0, Oak Platform
randomthings:platform:1, Spruce Platform
randomthings:platform:2, Birch Platform
randomthings:platform:3, Jungle Platform
randomthings:platform:4, Acacia Platform
randomthings:platform:5, Dark Oak Platform
randomthings:entitydetector, Entity Detector
randomthings:quartzlamp, Quartz Lamp
randomthings:quartzglass, Quartz Glass
randomthings:potionvaporizer, Potion Vaporizer
randomthings:voxelprojector, [WIP] Voxel Projector
randomthings:contactbutton, Contact Button
randomthings:contactlever, Contact Lever
randomthings:sakanade, Sakanade
randomthings:rainshield, Rain Shield
randomthings:blockbreaker, Block Breaker
randomthings:superlubricentice, Superlubricent Ice
randomthings:compressedslimeblock, Compressed Slime Block
randomthings:superlubricentplatform, Super Lubricent Platform
randomthings:filteredsuperlubricentplatform, Filtered Super Lubricent Platform
randomthings:redstoneobserver, Redstone Observer
randomthings:biomeradar, Biome Radar
randomthings:irondropper, Iron Dropper
randomthings:igniter, Igniter
randomthings:blockofsticks:0, Block of Sticks
randomthings:blockofsticks:1, Returning Block of Sticks
randomthings:blazingfire, tile.blazingFire.name
randomthings:luminousblock:0, White Luminous Block
randomthings:luminousblock:1, Orange Luminous Block
randomthings:luminousblock:2, Magenta Luminous Block
randomthings:luminousblock:3, Light Blue Luminous Block
randomthings:luminousblock:4, Yellow Luminous Block
randomthings:luminousblock:5, Lime Luminous Block
randomthings:luminousblock:6, Pink Luminous Block
randomthings:luminousblock:7, Gray Luminous Block
randomthings:luminousblock:8, Light Gray Luminous Block
randomthings:luminousblock:9, Cyan Luminous Block
randomthings:luminousblock:10, Purple Luminous Block
randomthings:luminousblock:11, Blue Luminous Block
randomthings:luminousblock:12, Brown Luminous Block
randomthings:luminousblock:13, Green Luminous Block
randomthings:luminousblock:14, Red Luminous Block
randomthings:luminousblock:15, Black Luminous Block
randomthings:translucentluminousblock:0, White Translucent Luminous Block
randomthings:translucentluminousblock:1, Orange Translucent Luminous Block
randomthings:translucentluminousblock:2, Magenta Translucent Luminous Block
randomthings:translucentluminousblock:3, Light Blue Translucent Luminous Block
randomthings:translucentluminousblock:4, Yellow Translucent Luminous Block
randomthings:translucentluminousblock:5, Lime Translucent Luminous Block
randomthings:translucentluminousblock:6, Pink Translucent Luminous Block
randomthings:translucentluminousblock:7, Gray Translucent Luminous Block
randomthings:translucentluminousblock:8, Light Gray Translucent Luminous Block
randomthings:translucentluminousblock:9, Cyan Translucent Luminous Block
randomthings:translucentluminousblock:10, Purple Translucent Luminous Block
randomthings:translucentluminousblock:11, Blue Translucent Luminous Block
randomthings:translucentluminousblock:12, Brown Translucent Luminous Block
randomthings:translucentluminousblock:13, Green Translucent Luminous Block
randomthings:translucentluminousblock:14, Red Translucent Luminous Block
randomthings:translucentluminousblock:15, Black Translucent Luminous Block
randomthings:inventoryrerouter, Inventory Rerouter
randomthings:slimecube, §aSlime Cube§7
randomthings:peacecandle, Peace Candle
randomthings:notificationinterface, Notification Interface
randomthings:glowingmushroom, Glowing Mushroom
randomthings:inventorytester, Inventory Tester
randomthings:superlubricentstone, Super Lubricent Stone
randomthings:globalchatdetector, Global Chat Detector
randomthings:triggerglass, Trigger Glass
randomthings:blockdestabilizer, Block Destabilizer
randomthings:lotus, Lotus
randomthings:ancientbrick, Ancient Brick [INTERNAL]
randomthings:soundbox, Sound Box
randomthings:sounddampener, Sound Dampener
randomthings:diaphanousblock, Diaphanous Block
randomthings:sidedredstone, Sided Block of Redstone
randomthings:spectrelens, Spectre Lens
randomthings:spectreenergyinjector, Spectre Energy Injector
randomthings:plate_processing, Processing Plate
randomthings:spectrecoil_normal, Spectre Coil
randomthings:spectrecoil_redstone, Redstone Spectre Coil
randomthings:spectrecoil_ender, Ender Spectre Coil
randomthings:spectrecoil_number, Spectre Coil Nr. %s
randomthings:spectrecoil_genesis, Genesis Spectre Coil
randomthings:advancedredstonerepeater, Advanced Redstone Repeater
randomthings:advancedredstonetorch_on, Advanced Redstone Torch
randomthings:floobrick, Floo Brick
randomthings:spectreplank, Spectre Planks
randomthings:spectresapling, Spectre Sapling
randomthings:spectrelog, Spectre Wood
randomthings:spectreleaf, Spectre Leaves
randomthings:itemcollector, Item Collector
randomthings:advanceditemcollector, Advanced Item Collector
randomthings:naturecore, Nature Core
randomthings:biomestone:0, Biome Cobblestone
randomthings:biomestone:1, Biome Stone
randomthings:biomestone:2, Biome Stone Bricks
randomthings:biomestone:3, Cracked Biome Stone Bricks
randomthings:biomestone:4, Chiseled Biome Stone Bricks
randomthings:biomeglass, Biome Glass
randomthings:coloredgrass:0, White Grass
randomthings:coloredgrass:1, Orange Grass
randomthings:coloredgrass:2, Magenta Grass
randomthings:coloredgrass:3, Light Blue Grass
randomthings:coloredgrass:4, Yellow Grass
randomthings:coloredgrass:5, Lime Grass
randomthings:coloredgrass:6, Pink Grass
randomthings:coloredgrass:7, Gray Grass
randomthings:coloredgrass:8, Light Gray Grass
randomthings:coloredgrass:9, Cyan Grass
randomthings:coloredgrass:10, Purple Grass
randomthings:coloredgrass:11, Blue Grass
randomthings:coloredgrass:12, Brown Grass
randomthings:coloredgrass:13, Green Grass
randomthings:coloredgrass:14, Red Grass
randomthings:coloredgrass:15, Black Grass
randomthings:spectrecore, Spectre Core
randomthings:rainbowlamp, Rainbow Lamp
randomthings:basicredstoneinterface, Basic Redstone Interface
randomthings:advancedredstoneinterface, Advanced Redstone Interface
randomthings:stainedbrick:0, White Stained Bricks
randomthings:stainedbrick:1, Orange Stained Bricks
randomthings:stainedbrick:2, Magenta Stained Bricks
randomthings:stainedbrick:3, Light Blue Stained Bricks
randomthings:stainedbrick:4, Yellow Stained Bricks
randomthings:stainedbrick:5, Lime Stained Brickss
randomthings:stainedbrick:6, Pink Stained Bricks
randomthings:stainedbrick:7, Gray Stained Bricks
randomthings:stainedbrick:8, Light Gray Stained Bricks
randomthings:stainedbrick:9, Cyan Stained Bricks
randomthings:stainedbrick:10, Purple Stained Bricks
randomthings:stainedbrick:11, Blue Stained Bricks
randomthings:stainedbrick:12, Brown Stained Bricks
randomthings:stainedbrick:13, Green Stained Bricks
randomthings:stainedbrick:14, Red Stained Bricks
randomthings:stainedbrick:15, Black Stained Bricks
randomthings:luminousstainedbrick:0, Luminous White Stained Bricks
randomthings:luminousstainedbrick:1, Luminous Orange Stained Bricks
randomthings:luminousstainedbrick:2, Luminous Magenta Stained Bricks
randomthings:luminousstainedbrick:3, Luminous Light Blue Stained Bricks
randomthings:luminousstainedbrick:4, Luminous Yellow Stained Bricks
randomthings:luminousstainedbrick:5, Luminous Lime Stained Bricks
randomthings:luminousstainedbrick:6, Luminous Pink Stained Bricks
randomthings:luminousstainedbrick:7, Luminous Gray Stained Bricks
randomthings:luminousstainedbrick:8, Luminous Light Gray Stained Bricks
randomthings:luminousstainedbrick:9, Luminous Cyan Stained Bricks
randomthings:luminousstainedbrick:10, Luminous Purple Stained Bricks
randomthings:luminousstainedbrick:11, Luminous Blue Stained Bricks
randomthings:luminousstainedbrick:12, Luminous Brown Stained Bricks
randomthings:luminousstainedbrick:13, Luminous Green Stained Bricks
randomthings:luminousstainedbrick:14, Luminous Red Stained Bricks
randomthings:luminousstainedbrick:15, Luminous Black Stained Bricks
randomthings:plate_redirector, Redirector Plate
randomthings:plate_filteredredirector, Filtered Redirector Plate
randomthings:plate_redstone, Redstone Plate
randomthings:plate_corrector, Corrector Plate
randomthings:plate_itemsealer, Item Sealer Plate
randomthings:plate_itemrejuvenator, Item Rejuvenator Plate
randomthings:plate_accelerator, Accelerator Plate
randomthings:plate_accelerator_directional, Directional Accelerator Plate
randomthings:plate_bouncy, Bouncy Plate
randomthings:plate_collection, Collection Plate
randomthings:plate_extraction, Extraction Plate
randomthings:stableenderpearl, Stable Ender Pearl
randomthings:biomecrystal, Biome Crystal
randomthings:positionfilter, Position Filter
randomthings:summoningpendulum, Summoning Pendulum
randomthings:beans:0, Bean
randomthings:beans:1, Lesser Magic Bean
randomthings:beans:2, Magic Bean
randomthings:beanstew, Bean Stew
randomthings:redstonetool, Redstone Tool
randomthings:waterwalkingboots, Water Walking Boots
randomthings:dungeonchestgenerator, Loot Generator
randomthings:lavacharm, Lava Charm
randomthings:lavawader, Lava Waders
randomthings:obsidianskull, Obsidian Skull
randomthings:obsidianskullring, Obsidian Skull Ring
randomthings:obsidianwaterwalkingboots, Obsidian Water Walking Boots
randomthings:magichood, Magic Hood
randomthings:imbue:0, Fire Imbue
randomthings:imbue:1, Poison Imbue
randomthings:imbue:2, Experience Imbue
randomthings:imbue:3, Wither Imbue
randomthings:bottleofair, Bottle of Air
randomthings:rezstone, Blood Stone
randomthings:enderletter, Ender Letter
randomthings:entityfilter, Entity Filter
randomthings:ingredient:0, Sakanade Spores
randomthings:ingredient:1, Evil Tear
randomthings:ingredient:2, Ectoplasm
randomthings:ingredient:3, Spectre Ingot
randomthings:ingredient:4, Biome Sensor
randomthings:ingredient:5, Luminous Powder
randomthings:ingredient:6, Super Lubricent Tincture
randomthings:ingredient:7, Floo Powder
randomthings:ingredient:8, Plate Base
randomthings:ingredient:9, Precious Emerald
randomthings:ingredient:10, Lotus Blossom
randomthings:ingredient:11, Golden Egg
randomthings:ingredient:12, Spectre String
randomthings:ingredient:13, Blackout Powder
randomthings:itemfilter, Item Filter
randomthings:redstoneactivator, Redstone Activator
randomthings:redstoneremote, Redstone Remote
randomthings:goldencompass, Golden Compass
randomthings:blazeandsteel, Blaze and Steel
randomthings:runepattern, Rune Pattern
randomthings:superlubricentboots, Super Lubricent Boots
randomthings:floosign, Floo Sign
randomthings:idcard, ID Card
randomthings:emeraldcompass, Emerald Compass
randomthings:flootoken, Floo Token
randomthings:portkey, Portkey
randomthings:lotusseeds, Lotus Seeds
randomthings:soundpattern, Sound Pattern
randomthings:soundrecorder, Sound Recorder
randomthings:portablesounddampener, Portable Sound Dampener
randomthings:escaperope, Escape Rope
randomthings:weatheregg:0, Weather Egg <Sun>
randomthings:weatheregg:1, Weather Egg <Rain>
randomthings:weatheregg:2, Weather Egg <Storm>
randomthings:enderbucket, Ender Bucket
randomthings:reinforcedenderbucket, Reinforced Ender Bucket
randomthings:chunkanalyzer, Chunk Analyzer
randomthings:floopouch, Floo Pouch
randomthings:timeinabottle, Time in a bottle
randomthings:spectreilluminator, Spectre Illuminator
randomthings:spectrecharger:0, Spectre Charger
randomthings:spectrecharger:1, Redstone Spectre Charger
randomthings:spectrecharger:2, Ender Spectre Charger
randomthings:spectrecharger:3, Genesis Spectre Charger
randomthings:eclipsedclock, Eclipsed Clock
randomthings:grassseeds:0, Grass Seeds
randomthings:grassseeds:1, White Grass Seeds
randomthings:grassseeds:2, Orange Grass Seeds
randomthings:grassseeds:3, Magenta Grass Seeds
randomthings:grassseeds:4, Light Grass Seeds
randomthings:grassseeds:5, Yellow Grass Seeds
randomthings:grassseeds:6, Lime Grass Seeds
randomthings:grassseeds:7, Pink Grass Seeds
randomthings:grassseeds:8, Gray Grass Seeds
randomthings:grassseeds:9, Light Gray Grass Seeds
randomthings:grassseeds:10, Cyan Grass Seeds
randomthings:grassseeds:11, Purple Grass Seeds
randomthings:grassseeds:12, Blue Grass Seeds
randomthings:grassseeds:13, Brown Grass Seeds
randomthings:grassseeds:14, Green Grass Seeds
randomthings:grassseeds:15, Red Grass Seeds
randomthings:grassseeds:16, Black Grass Seeds
randomthings:spectrekey, Spectre Key
randomthings:spectreanchor, Spectre Anchor
randomthings:spectresword, Spectre Sword
randomthings:spectrepickaxe, Spectre Pickaxe
randomthings:spectreaxe, Spectre Axe
randomthings:spectreshovel, Spectre Shovel
randomthings:runedust:0, White Runic Dust
randomthings:runedust:1, Orange Runic Dust
randomthings:runedust:2, Magenta Runic Dust
randomthings:runedust:3, Light Blue Runic Dust
randomthings:runedust:4, Yellow Runic Dust
randomthings:runedust:5, Lime Runic Dust
randomthings:runedust:6, Pink Runic Dust
randomthings:runedust:7, Gray Runic Dust
randomthings:runedust:8, Silver Runic Dust
randomthings:runedust:9, Cyan Runic Dust
randomthings:runedust:10, Purple Runic Dust
randomthings:runedust:11, Blue Runic Dust
randomthings:runedust:12, Brown Runic Dust
randomthings:runedust:13, Green Runic Dust
randomthings:runedust:14, Red Runic Dust
randomthings:runedust:15, Black Runic Dust
forge:bucketfilled, %s Bucket
appliedenergistics2:quartz_ore, Certus Quartz Ore
appliedenergistics2:charged_quartz_ore, Charged Certus Quartz Ore
appliedenergistics2:matrix_frame, Matrix Frame
appliedenergistics2:quartz_block, Certus Quartz Block
appliedenergistics2:quartz_pillar, Certus Quartz Pillar
appliedenergistics2:chiseled_quartz_block, Chiseled Certus Quartz Block
appliedenergistics2:quartz_glass, Quartz Glass
appliedenergistics2:quartz_vibrant_glass, Vibrant Quartz Glass
appliedenergistics2:quartz_fixture, Charged Quartz Fixture
appliedenergistics2:fluix_block, Fluix Block
appliedenergistics2:sky_stone_block, Sky Stone
appliedenergistics2:smooth_sky_stone_block, Sky Stone Block
appliedenergistics2:sky_stone_brick, Sky Stone Brick
appliedenergistics2:sky_stone_small_brick, Sky Stone Small Brick
appliedenergistics2:sky_stone_chest, Sky Stone Chest
appliedenergistics2:smooth_sky_stone_chest, Sky Stone Block Chest
appliedenergistics2:sky_compass, Meteorite Compass
appliedenergistics2:grindstone, Quartz Grindstone
appliedenergistics2:crank, Wooden Crank
appliedenergistics2:inscriber, Inscriber
appliedenergistics2:wireless_access_point, ME Wireless Access Point
appliedenergistics2:charger, Charger
appliedenergistics2:tiny_tnt, Tiny TNT
appliedenergistics2:security_station, ME Security Terminal
appliedenergistics2:quantum_ring, ME Quantum Ring
appliedenergistics2:quantum_link, ME Quantum Link Chamber
appliedenergistics2:spatial_pylon, Spatial Pylon
appliedenergistics2:spatial_io_port, Spatial IO Port
appliedenergistics2:controller, ME Controller
appliedenergistics2:drive, ME Drive
appliedenergistics2:chest, ME Chest
appliedenergistics2:interface, ME Interface
appliedenergistics2:fluid_interface, ME Fluid Interface
appliedenergistics2:cell_workbench, Cell Workbench
appliedenergistics2:io_port, ME IO Port
appliedenergistics2:condenser, Matter Condenser
appliedenergistics2:energy_acceptor, Energy Acceptor
appliedenergistics2:vibration_chamber, Vibration Chamber
appliedenergistics2:quartz_growth_accelerator, Crystal Growth Accelerator
appliedenergistics2:energy_cell, Energy Cell
appliedenergistics2:dense_energy_cell, Dense Energy Cell
appliedenergistics2:creative_energy_cell, Creative Energy Cell
appliedenergistics2:crafting_unit, Crafting Unit
appliedenergistics2:crafting_accelerator, Crafting Co-Processing Unit
appliedenergistics2:crafting_storage_1k, 1k Crafting Storage
appliedenergistics2:crafting_storage_4k, 4k Crafting Storage
appliedenergistics2:crafting_storage_16k, 16k Crafting Storage
appliedenergistics2:crafting_storage_64k, 64k Crafting Storage
appliedenergistics2:crafting_monitor, Crafting Monitor
appliedenergistics2:molecular_assembler, Molecular Assembler
appliedenergistics2:light_detector, Light Detecting Fixture
appliedenergistics2:paint, tile.appliedenergistics2.paint.name
appliedenergistics2:sky_stone_stairs, Sky Stone Stairs
appliedenergistics2:smooth_sky_stone_stairs, Sky Stone Block Stairs
appliedenergistics2:sky_stone_brick_stairs, Sky Stone Brick Stairs
appliedenergistics2:sky_stone_small_brick_stairs, Sky Stone Small Brick Stairs
appliedenergistics2:fluix_stairs, Fluix Stairs
appliedenergistics2:quartz_stairs, Certus Quartz Stairs
appliedenergistics2:chiseled_quartz_stairs, Chiseled Certus Quartz Stairs
appliedenergistics2:quartz_pillar_stairs, Certus Quartz Pillar Stairs
appliedenergistics2:cable_bus, AE2 Cable and/or Bus
appliedenergistics2:sky_stone_slab:0, Sky Stone Slabs
appliedenergistics2:smooth_sky_stone_slab:0, Sky Stone Block Slabs
appliedenergistics2:sky_stone_brick_slab:0, Sky Stone Brick Slabs
appliedenergistics2:sky_stone_small_brick_slab:0, Sky Stone Small Brick Slabs
appliedenergistics2:fluix_slab:0, Fluix Slabs
appliedenergistics2:quartz_slab:0, Certus Quartz Slabs
appliedenergistics2:chiseled_quartz_slab:0, Chiseled Certus Quartz Slabs
appliedenergistics2:quartz_pillar_slab:0, Certus Quartz Pillar Slabs
appliedenergistics2:certus_quartz_axe, Certus Quartz Axe
appliedenergistics2:certus_quartz_hoe, Certus Quartz Hoe
appliedenergistics2:certus_quartz_spade, Certus Quartz Shovel
appliedenergistics2:certus_quartz_pickaxe, Certus Quartz Pickaxe
appliedenergistics2:certus_quartz_sword, Certus Quartz Sword
